crop_type,rainfall,temperature,fertilizer,nitrogen,phosphorus,potassium,total_npk,n_proportion,p_proportion,temperature_squared,rainfall_fertilizer_interaction,yield
Sorghum,1263.0,28.0,94.0,89.0,15.0,19.0,123.0,0.7235772357723578,0.12195121951219512,784.0,118722.0,6.0
Sorghum,1110.0,29.0,93.0,77.0,29.0,24.0,130.0,0.5923076923076923,0.2230769230769231,841.0,103230.0,6.7
Sorghum,1219.0,33.0,54.0,78.0,18.0,12.0,108.0,0.7222222222222222,0.16666666666666666,1089.0,65826.0,6.5
Rice,888.0,30.0,55.0,87.0,15.0,14.0,116.0,0.75,0.12931034482758622,900.0,48840.0,14.7
Corn,1328.0,37.0,75.0,87.0,27.0,10.0,124.0,0.7016129032258065,0.21774193548387097,1369.0,99600.0,12.6
Soybean,1335.0,31.0,53.0,78.0,16.0,12.0,106.0,0.7358490566037735,0.1509433962264151,961.0,70755.0,14.7
Soybean,1039.0,31.0,68.0,76.0,19.0,24.0,119.0,0.6386554621848739,0.15966386554621848,961.0,70652.0,9.4
Sorghum,950.0,32.0,69.0,73.0,28.0,17.0,118.0,0.6186440677966102,0.23728813559322035,1024.0,65550.0,7.8
Soybean,737.0,32.0,82.0,78.0,22.0,20.0,120.0,0.65,0.18333333333333332,1024.0,60434.0,13.0
Corn,1271.0,38.0,69.0,81.0,22.0,17.0,120.0,0.675,0.18333333333333332,1444.0,87699.0,8.3
Corn,1040.0,38.0,98.0,83.0,25.0,24.0,132.0,0.6287878787878788,0.1893939393939394,1444.0,101920.0,8.0
Barley,1178.0,33.0,61.0,72.0,17.0,22.0,111.0,0.6486486486486487,0.15315315315315314,1089.0,71858.0,7.3
Barley,1387.0,23.0,96.0,71.0,25.0,13.0,109.0,0.6513761467889908,0.22935779816513763,529.0,133152.0,6.3
Wheat,1352.0,32.0,50.0,89.0,27.0,11.0,127.0,0.7007874015748031,0.2125984251968504,1024.0,67600.0,7.6
Corn,872.0,27.0,75.0,85.0,18.0,22.0,125.0,0.68,0.144,729.0,65400.0,8.6
Corn,1345.0,38.0,63.0,65.0,24.0,17.0,106.0,0.6132075471698113,0.22641509433962265,1444.0,84735.0,11.7
Corn,550.0,31.0,87.0,80.0,25.0,17.0,122.0,0.6557377049180327,0.20491803278688525,961.0,47850.0,5.6
Barley,814.0,37.0,86.0,63.0,28.0,19.0,110.0,0.5727272727272728,0.2545454545454545,1369.0,70004.0,7.1
Sorghum,1389.0,25.0,60.0,78.0,20.0,13.0,111.0,0.7027027027027027,0.18018018018018017,625.0,83340.0,13.1
Sorghum,697.0,37.0,85.0,75.0,25.0,12.0,112.0,0.6696428571428571,0.22321428571428573,1369.0,59245.0,6.5
Soybean,1010.0,38.0,62.0,72.0,25.0,11.0,108.0,0.6666666666666666,0.23148148148148148,1444.0,62620.0,8.4
Sorghum,662.0,24.0,92.0,63.0,24.0,18.0,105.0,0.6,0.22857142857142856,576.0,60904.0,13.6
Rice,1163.0,28.0,52.0,89.0,17.0,10.0,116.0,0.7672413793103449,0.14655172413793102,784.0,60476.0,6.5
Barley,543.0,22.0,82.0,82.0,16.0,16.0,114.0,0.7192982456140351,0.14035087719298245,484.0,44526.0,5.8
Corn,745.0,29.0,55.0,76.0,20.0,14.0,110.0,0.6909090909090909,0.18181818181818182,841.0,40975.0,9.8
Sorghum,1023.0,38.0,99.0,82.0,25.0,17.0,124.0,0.6612903225806451,0.20161290322580644,1444.0,101277.0,8.0
Barley,971.0,22.0,59.0,60.0,27.0,13.0,100.0,0.6,0.27,484.0,57289.0,10.6
Sorghum,1280.0,34.0,54.0,77.0,29.0,16.0,122.0,0.6311475409836066,0.23770491803278687,1156.0,69120.0,13.0
Wheat,401.0,20.0,72.0,79.0,19.0,22.0,120.0,0.6583333333333333,0.15833333333333333,400.0,28872.0,6.4
Corn,1296.0,26.0,59.0,76.0,28.0,14.0,118.0,0.6440677966101694,0.23728813559322035,676.0,76464.0,10.8
Wheat,703.0,31.0,93.0,86.0,24.0,24.0,134.0,0.6417910447761194,0.1791044776119403,961.0,65379.0,10.1
Corn,653.0,36.0,51.0,87.0,19.0,23.0,129.0,0.6744186046511628,0.14728682170542637,1296.0,33303.0,6.4
Barley,1051.0,39.0,62.0,86.0,24.0,14.0,124.0,0.6935483870967742,0.1935483870967742,1521.0,65162.0,11.2
Soybean,852.0,24.0,89.0,74.0,27.0,23.0,124.0,0.5967741935483871,0.21774193548387097,576.0,75828.0,7.7
Sorghum,436.0,23.0,51.0,70.0,19.0,18.0,107.0,0.6542056074766355,0.17757009345794392,529.0,22236.0,9.9
Sorghum,559.0,31.0,69.0,84.0,24.0,18.0,126.0,0.6666666666666666,0.19047619047619047,961.0,38571.0,5.8
Rice,408.0,39.0,50.0,87.0,26.0,22.0,135.0,0.6444444444444445,0.1925925925925926,1521.0,20400.0,9.6
Wheat,632.0,37.0,86.0,81.0,19.0,18.0,118.0,0.6864406779661016,0.16101694915254236,1369.0,54352.0,8.1
Sorghum,498.0,36.0,58.0,72.0,17.0,21.0,110.0,0.6545454545454545,0.15454545454545454,1296.0,28884.0,13.2
Barley,1058.0,38.0,66.0,60.0,21.0,15.0,96.0,0.625,0.21875,1444.0,69828.0,5.6
Soybean,1215.0,28.0,58.0,76.0,20.0,15.0,111.0,0.6846846846846847,0.18018018018018017,784.0,70470.0,9.2
Barley,607.0,23.0,60.0,65.0,18.0,14.0,97.0,0.6701030927835051,0.18556701030927836,529.0,36420.0,9.6
Wheat,530.0,21.0,64.0,63.0,16.0,18.0,97.0,0.6494845360824743,0.16494845360824742,441.0,33920.0,12.3
Rice,803.0,23.0,73.0,79.0,26.0,19.0,124.0,0.6370967741935484,0.20967741935483872,529.0,58619.0,10.7
Sorghum,551.0,21.0,87.0,75.0,23.0,17.0,115.0,0.6521739130434783,0.2,441.0,47937.0,11.7
Barley,453.0,34.0,84.0,74.0,15.0,16.0,105.0,0.7047619047619048,0.14285714285714285,1156.0,38052.0,12.8
Corn,519.0,21.0,79.0,86.0,27.0,16.0,129.0,0.6666666666666666,0.20930232558139536,441.0,41001.0,13.6
Soybean,1072.0,23.0,80.0,74.0,27.0,15.0,116.0,0.6379310344827587,0.23275862068965517,529.0,85760.0,8.1
Barley,1319.0,25.0,98.0,65.0,25.0,14.0,104.0,0.625,0.2403846153846154,625.0,129262.0,10.4
Soybean,1027.0,26.0,54.0,74.0,29.0,22.0,125.0,0.592,0.232,676.0,55458.0,13.4
Sorghum,986.0,29.0,93.0,73.0,28.0,13.0,114.0,0.6403508771929824,0.24561403508771928,841.0,91698.0,14.9
Corn,1024.0,38.0,99.0,87.0,18.0,12.0,117.0,0.7435897435897436,0.15384615384615385,1444.0,101376.0,13.9
Rice,1367.0,38.0,63.0,70.0,15.0,12.0,97.0,0.7216494845360825,0.15463917525773196,1444.0,86121.0,8.7
Rice,819.0,31.0,60.0,66.0,27.0,15.0,108.0,0.6111111111111112,0.25,961.0,49140.0,7.0
Corn,821.0,22.0,58.0,68.0,20.0,24.0,112.0,0.6071428571428571,0.17857142857142858,484.0,47618.0,9.9
Soybean,503.0,32.0,83.0,85.0,18.0,13.0,116.0,0.7327586206896551,0.15517241379310345,1024.0,41749.0,12.4
Sorghum,1251.0,37.0,61.0,75.0,19.0,21.0,115.0,0.6521739130434783,0.16521739130434782,1369.0,76311.0,9.9
Barley,653.0,27.0,84.0,64.0,19.0,21.0,104.0,0.6153846153846154,0.18269230769230768,729.0,54852.0,9.8
Corn,626.0,34.0,84.0,84.0,23.0,15.0,122.0,0.6885245901639344,0.1885245901639344,1156.0,52584.0,13.4
Wheat,511.0,20.0,50.0,79.0,15.0,12.0,106.0,0.7452830188679245,0.14150943396226415,400.0,25550.0,8.6
Soybean,909.0,22.0,89.0,88.0,27.0,24.0,139.0,0.6330935251798561,0.19424460431654678,484.0,80901.0,13.6
Rice,872.0,27.0,71.0,69.0,16.0,13.0,98.0,0.7040816326530612,0.16326530612244897,729.0,61912.0,9.1
Corn,498.0,23.0,78.0,77.0,27.0,24.0,128.0,0.6015625,0.2109375,529.0,38844.0,8.3
Rice,552.0,35.0,57.0,62.0,20.0,18.0,100.0,0.62,0.2,1225.0,31464.0,9.5
Soybean,1260.0,29.0,60.0,72.0,19.0,14.0,105.0,0.6857142857142857,0.18095238095238095,841.0,75600.0,12.6
Rice,1313.0,31.0,90.0,70.0,25.0,22.0,117.0,0.5982905982905983,0.21367521367521367,961.0,118170.0,6.3
Corn,1295.0,33.0,86.0,76.0,21.0,16.0,113.0,0.672566371681416,0.18584070796460178,1089.0,111370.0,7.0
Soybean,1277.0,33.0,63.0,89.0,17.0,19.0,125.0,0.712,0.136,1089.0,80451.0,14.5
Wheat,737.0,21.0,79.0,89.0,17.0,11.0,117.0,0.7606837606837606,0.1452991452991453,441.0,58223.0,6.8
Corn,1105.0,24.0,84.0,81.0,24.0,23.0,128.0,0.6328125,0.1875,576.0,92820.0,10.7
Barley,1221.0,24.0,70.0,72.0,16.0,23.0,111.0,0.6486486486486487,0.14414414414414414,576.0,85470.0,10.8
Sorghum,562.0,25.0,86.0,65.0,27.0,14.0,106.0,0.6132075471698113,0.25471698113207547,625.0,48332.0,9.9
Corn,1119.0,32.0,54.0,76.0,17.0,18.0,111.0,0.6846846846846847,0.15315315315315314,1024.0,60426.0,11.4
Soybean,1356.0,28.0,68.0,86.0,24.0,20.0,130.0,0.6615384615384615,0.18461538461538463,784.0,92208.0,7.3
Sorghum,1080.0,34.0,63.0,72.0,15.0,12.0,99.0,0.7272727272727273,0.15151515151515152,1156.0,68040.0,10.5
Corn,1395.0,33.0,75.0,78.0,19.0,23.0,120.0,0.65,0.15833333333333333,1089.0,104625.0,8.7
Wheat,560.0,26.0,53.0,80.0,28.0,18.0,126.0,0.6349206349206349,0.2222222222222222,676.0,29680.0,11.6
Wheat,979.0,39.0,74.0,78.0,29.0,23.0,130.0,0.6,0.2230769230769231,1521.0,72446.0,6.4
Barley,1200.0,21.0,94.0,69.0,26.0,20.0,115.0,0.6,0.22608695652173913,441.0,112800.0,10.7
Rice,797.0,26.0,91.0,62.0,19.0,24.0,105.0,0.5904761904761905,0.18095238095238095,676.0,72527.0,6.9
Sorghum,676.0,25.0,74.0,73.0,26.0,15.0,114.0,0.6403508771929824,0.22807017543859648,625.0,50024.0,7.8
Soybean,1215.0,36.0,67.0,85.0,25.0,13.0,123.0,0.6910569105691057,0.2032520325203252,1296.0,81405.0,7.2
Soybean,1315.0,21.0,89.0,78.0,21.0,16.0,115.0,0.6782608695652174,0.1826086956521739,441.0,117035.0,6.8
Rice,903.0,22.0,57.0,64.0,18.0,17.0,99.0,0.6464646464646465,0.18181818181818182,484.0,51471.0,13.3
Wheat,1295.0,24.0,88.0,88.0,17.0,15.0,120.0,0.7333333333333333,0.14166666666666666,576.0,113960.0,7.9
Wheat,791.0,24.0,89.0,64.0,15.0,14.0,93.0,0.6881720430107527,0.16129032258064516,576.0,70399.0,14.3
Corn,534.0,20.0,63.0,79.0,26.0,15.0,120.0,0.6583333333333333,0.21666666666666667,400.0,33642.0,14.7
Barley,594.0,27.0,81.0,76.0,29.0,14.0,119.0,0.6386554621848739,0.24369747899159663,729.0,48114.0,10.7
Sorghum,800.0,31.0,87.0,80.0,22.0,17.0,119.0,0.6722689075630253,0.18487394957983194,961.0,69600.0,6.4
Barley,1039.0,23.0,82.0,69.0,27.0,10.0,106.0,0.6509433962264151,0.25471698113207547,529.0,85198.0,8.7
Barley,432.0,32.0,72.0,64.0,17.0,20.0,101.0,0.6336633663366337,0.16831683168316833,1024.0,31104.0,13.0
Corn,1087.0,34.0,64.0,63.0,27.0,16.0,106.0,0.5943396226415094,0.25471698113207547,1156.0,69568.0,8.7
Barley,859.0,30.0,82.0,65.0,29.0,24.0,118.0,0.5508474576271186,0.2457627118644068,900.0,70438.0,5.9
Rice,1354.0,29.0,74.0,85.0,16.0,19.0,120.0,0.7083333333333334,0.13333333333333333,841.0,100196.0,10.6
Corn,1282.0,22.0,66.0,63.0,25.0,19.0,107.0,0.5887850467289719,0.2336448598130841,484.0,84612.0,13.5
Rice,869.0,33.0,82.0,89.0,18.0,20.0,127.0,0.7007874015748031,0.14173228346456693,1089.0,71258.0,13.0
Corn,774.0,35.0,96.0,66.0,17.0,11.0,94.0,0.7021276595744681,0.18085106382978725,1225.0,74304.0,6.8
Barley,421.0,29.0,51.0,66.0,27.0,24.0,117.0,0.5641025641025641,0.23076923076923078,841.0,21471.0,11.7
Rice,1149.0,29.0,63.0,77.0,15.0,23.0,115.0,0.6695652173913044,0.13043478260869565,841.0,72387.0,7.2
Rice,1069.0,31.0,89.0,62.0,17.0,18.0,97.0,0.6391752577319587,0.17525773195876287,961.0,95141.0,7.2
Rice,437.0,28.0,89.0,60.0,26.0,10.0,96.0,0.625,0.2708333333333333,784.0,38893.0,13.7
Corn,629.0,20.0,88.0,83.0,16.0,20.0,119.0,0.6974789915966386,0.13445378151260504,400.0,55352.0,7.5
Soybean,764.0,24.0,55.0,84.0,22.0,19.0,125.0,0.672,0.176,576.0,42020.0,7.6
Barley,962.0,39.0,55.0,63.0,20.0,15.0,98.0,0.6428571428571429,0.20408163265306123,1521.0,52910.0,5.0
Rice,837.0,27.0,52.0,65.0,23.0,18.0,106.0,0.6132075471698113,0.2169811320754717,729.0,43524.0,13.7
Sorghum,1175.0,30.0,56.0,68.0,22.0,10.0,100.0,0.68,0.22,900.0,65800.0,12.9
Soybean,682.0,31.0,57.0,81.0,24.0,13.0,118.0,0.6864406779661016,0.2033898305084746,961.0,38874.0,11.3
Sorghum,426.0,20.0,91.0,73.0,17.0,13.0,103.0,0.7087378640776699,0.1650485436893204,400.0,38766.0,12.5
Barley,625.0,39.0,64.0,87.0,19.0,24.0,130.0,0.6692307692307692,0.14615384615384616,1521.0,40000.0,6.5
Barley,676.0,30.0,96.0,71.0,21.0,18.0,110.0,0.6454545454545455,0.19090909090909092,900.0,64896.0,9.6
Rice,1197.0,24.0,78.0,87.0,19.0,20.0,126.0,0.6904761904761905,0.15079365079365079,576.0,93366.0,8.5
Rice,1008.0,34.0,82.0,84.0,22.0,14.0,120.0,0.7,0.18333333333333332,1156.0,82656.0,5.9
Corn,683.0,24.0,79.0,79.0,26.0,14.0,119.0,0.6638655462184874,0.2184873949579832,576.0,53957.0,9.9
Soybean,1278.0,31.0,88.0,83.0,19.0,15.0,117.0,0.7094017094017094,0.1623931623931624,961.0,112464.0,14.2
Soybean,1359.0,24.0,76.0,84.0,15.0,10.0,109.0,0.7706422018348624,0.13761467889908258,576.0,103284.0,5.4
Rice,880.0,36.0,85.0,63.0,19.0,10.0,92.0,0.6847826086956522,0.20652173913043478,1296.0,74800.0,7.9
Barley,852.0,36.0,78.0,80.0,18.0,24.0,122.0,0.6557377049180327,0.14754098360655737,1296.0,66456.0,7.1
Rice,1228.0,31.0,87.0,89.0,20.0,18.0,127.0,0.7007874015748031,0.15748031496062992,961.0,106836.0,7.4
Barley,1215.0,34.0,82.0,83.0,17.0,12.0,112.0,0.7410714285714286,0.15178571428571427,1156.0,99630.0,14.1
Barley,1058.0,34.0,86.0,71.0,29.0,13.0,113.0,0.6283185840707964,0.25663716814159293,1156.0,90988.0,9.7
Rice,915.0,25.0,76.0,69.0,25.0,10.0,104.0,0.6634615384615384,0.2403846153846154,625.0,69540.0,9.7
Wheat,946.0,31.0,82.0,89.0,19.0,18.0,126.0,0.7063492063492064,0.15079365079365079,961.0,77572.0,12.6
Soybean,591.0,39.0,53.0,81.0,16.0,24.0,121.0,0.6694214876033058,0.1322314049586777,1521.0,31323.0,6.5
Sorghum,448.0,37.0,71.0,87.0,25.0,17.0,129.0,0.6744186046511628,0.1937984496124031,1369.0,31808.0,9.9
Barley,911.0,33.0,51.0,66.0,20.0,11.0,97.0,0.6804123711340206,0.20618556701030927,1089.0,46461.0,9.3
Barley,416.0,21.0,59.0,62.0,27.0,17.0,106.0,0.5849056603773585,0.25471698113207547,441.0,24544.0,11.0
Wheat,571.0,28.0,54.0,82.0,29.0,24.0,135.0,0.6074074074074074,0.21481481481481482,784.0,30834.0,15.0
Sorghum,619.0,24.0,59.0,87.0,26.0,16.0,129.0,0.6744186046511628,0.20155038759689922,576.0,36521.0,12.7
Corn,557.0,39.0,82.0,73.0,20.0,20.0,113.0,0.6460176991150443,0.17699115044247787,1521.0,45674.0,9.0
Wheat,876.0,20.0,87.0,83.0,19.0,15.0,117.0,0.7094017094017094,0.1623931623931624,400.0,76212.0,13.3
Sorghum,445.0,22.0,62.0,69.0,20.0,10.0,99.0,0.696969696969697,0.20202020202020202,484.0,27590.0,6.7
Wheat,772.0,25.0,80.0,75.0,25.0,24.0,124.0,0.6048387096774194,0.20161290322580644,625.0,61760.0,5.3
Barley,917.0,24.0,96.0,75.0,21.0,16.0,112.0,0.6696428571428571,0.1875,576.0,88032.0,7.0
Soybean,498.0,24.0,85.0,81.0,26.0,19.0,126.0,0.6428571428571429,0.20634920634920634,576.0,42330.0,8.4
Wheat,1291.0,20.0,94.0,69.0,19.0,16.0,104.0,0.6634615384615384,0.18269230769230768,400.0,121354.0,10.1
Corn,1144.0,36.0,73.0,84.0,15.0,22.0,121.0,0.6942148760330579,0.12396694214876033,1296.0,83512.0,11.2
Rice,436.0,38.0,64.0,72.0,22.0,23.0,117.0,0.6153846153846154,0.18803418803418803,1444.0,27904.0,14.1
Sorghum,679.0,33.0,78.0,65.0,18.0,18.0,101.0,0.6435643564356436,0.1782178217821782,1089.0,52962.0,10.1
Wheat,748.0,31.0,57.0,71.0,23.0,10.0,104.0,0.6826923076923077,0.22115384615384615,961.0,42636.0,10.0
Wheat,896.0,29.0,54.0,68.0,28.0,11.0,107.0,0.6355140186915887,0.2616822429906542,841.0,48384.0,5.5
Corn,701.0,39.0,78.0,72.0,24.0,20.0,116.0,0.6206896551724138,0.20689655172413793,1521.0,54678.0,5.3
Soybean,580.0,37.0,96.0,63.0,26.0,18.0,107.0,0.5887850467289719,0.24299065420560748,1369.0,55680.0,10.5
Wheat,1006.0,30.0,53.0,83.0,20.0,22.0,125.0,0.664,0.16,900.0,53318.0,9.4
Wheat,498.0,21.0,61.0,70.0,15.0,18.0,103.0,0.6796116504854369,0.14563106796116504,441.0,30378.0,13.4
Soybean,1099.0,37.0,94.0,79.0,17.0,22.0,118.0,0.6694915254237288,0.1440677966101695,1369.0,103306.0,6.6
Corn,1392.0,26.0,51.0,77.0,17.0,15.0,109.0,0.7064220183486238,0.1559633027522936,676.0,70992.0,5.2
Sorghum,515.0,34.0,76.0,85.0,24.0,15.0,124.0,0.6854838709677419,0.1935483870967742,1156.0,39140.0,9.5
Sorghum,590.0,30.0,80.0,70.0,26.0,13.0,109.0,0.6422018348623854,0.23853211009174313,900.0,47200.0,7.4
Wheat,652.0,37.0,85.0,84.0,26.0,13.0,123.0,0.6829268292682927,0.21138211382113822,1369.0,55420.0,5.5
Soybean,1380.0,31.0,85.0,80.0,18.0,14.0,112.0,0.7142857142857143,0.16071428571428573,961.0,117300.0,12.2
Wheat,1327.0,25.0,75.0,63.0,20.0,12.0,95.0,0.6631578947368421,0.21052631578947367,625.0,99525.0,6.1
Rice,1382.0,39.0,92.0,77.0,29.0,10.0,116.0,0.6637931034482759,0.25,1521.0,127144.0,11.1
Sorghum,560.0,32.0,76.0,60.0,21.0,24.0,105.0,0.5714285714285714,0.2,1024.0,42560.0,7.8
Barley,655.0,39.0,54.0,86.0,24.0,10.0,120.0,0.7166666666666667,0.2,1521.0,35370.0,6.7
Rice,722.0,35.0,69.0,66.0,18.0,21.0,105.0,0.6285714285714286,0.17142857142857143,1225.0,49818.0,8.8
Wheat,527.0,37.0,60.0,65.0,20.0,24.0,109.0,0.5963302752293578,0.1834862385321101,1369.0,31620.0,13.0
Corn,417.0,29.0,59.0,74.0,25.0,22.0,121.0,0.6115702479338843,0.2066115702479339,841.0,24603.0,8.9
Sorghum,1192.0,27.0,89.0,77.0,15.0,16.0,108.0,0.7129629629629629,0.1388888888888889,729.0,106088.0,12.5
Barley,1134.0,37.0,87.0,83.0,28.0,10.0,121.0,0.6859504132231405,0.23140495867768596,1369.0,98658.0,6.3
Rice,965.0,20.0,55.0,70.0,22.0,10.0,102.0,0.6862745098039216,0.21568627450980393,400.0,53075.0,12.7
Sorghum,969.0,27.0,57.0,79.0,21.0,12.0,112.0,0.7053571428571429,0.1875,729.0,55233.0,7.4
Soybean,722.0,25.0,72.0,83.0,29.0,19.0,131.0,0.6335877862595419,0.22137404580152673,625.0,51984.0,11.8
Corn,1271.0,24.0,96.0,74.0,25.0,24.0,123.0,0.6016260162601627,0.2032520325203252,576.0,122016.0,10.7
Rice,1085.0,34.0,75.0,75.0,25.0,13.0,113.0,0.6637168141592921,0.22123893805309736,1156.0,81375.0,14.3
Soybean,1191.0,34.0,95.0,66.0,23.0,13.0,102.0,0.6470588235294118,0.22549019607843138,1156.0,113145.0,8.9
Wheat,1025.0,21.0,92.0,80.0,17.0,11.0,108.0,0.7407407407407407,0.1574074074074074,441.0,94300.0,5.7
Soybean,687.0,20.0,61.0,69.0,16.0,10.0,95.0,0.7263157894736842,0.16842105263157894,400.0,41907.0,5.2
Rice,1342.0,30.0,75.0,85.0,15.0,12.0,112.0,0.7589285714285714,0.13392857142857142,900.0,100650.0,13.3
Rice,1253.0,29.0,62.0,71.0,17.0,20.0,108.0,0.6574074074074074,0.1574074074074074,841.0,77686.0,10.2
Wheat,1062.0,37.0,89.0,83.0,19.0,13.0,115.0,0.7217391304347827,0.16521739130434782,1369.0,94518.0,12.8
Soybean,1361.0,37.0,67.0,73.0,28.0,12.0,113.0,0.6460176991150443,0.24778761061946902,1369.0,91187.0,7.3
Soybean,1038.0,36.0,74.0,84.0,25.0,17.0,126.0,0.6666666666666666,0.1984126984126984,1296.0,76812.0,8.5
Wheat,554.0,27.0,82.0,64.0,16.0,23.0,103.0,0.6213592233009708,0.1553398058252427,729.0,45428.0,5.3
Soybean,889.0,34.0,96.0,85.0,26.0,19.0,130.0,0.6538461538461539,0.2,1156.0,85344.0,14.6
Sorghum,785.0,27.0,89.0,80.0,17.0,10.0,107.0,0.7476635514018691,0.1588785046728972,729.0,69865.0,11.7
Wheat,1385.0,36.0,92.0,77.0,29.0,23.0,129.0,0.5968992248062015,0.2248062015503876,1296.0,127420.0,14.3
Corn,1184.0,31.0,61.0,64.0,29.0,11.0,104.0,0.6153846153846154,0.27884615384615385,961.0,72224.0,7.7
Rice,503.0,27.0,93.0,62.0,29.0,22.0,113.0,0.5486725663716814,0.25663716814159293,729.0,46779.0,11.1
Corn,1328.0,33.0,85.0,82.0,18.0,16.0,116.0,0.7068965517241379,0.15517241379310345,1089.0,112880.0,11.8
Sorghum,792.0,23.0,97.0,85.0,21.0,13.0,119.0,0.7142857142857143,0.17647058823529413,529.0,76824.0,8.2
Sorghum,1210.0,20.0,53.0,64.0,27.0,17.0,108.0,0.5925925925925926,0.25,400.0,64130.0,13.5
Barley,645.0,20.0,54.0,83.0,17.0,20.0,120.0,0.6916666666666667,0.14166666666666666,400.0,34830.0,14.5
Barley,575.0,38.0,86.0,76.0,29.0,22.0,127.0,0.5984251968503937,0.2283464566929134,1444.0,49450.0,13.8
Barley,438.0,35.0,57.0,78.0,23.0,12.0,113.0,0.6902654867256637,0.20353982300884957,1225.0,24966.0,12.4
Wheat,876.0,33.0,91.0,78.0,22.0,15.0,115.0,0.6782608695652174,0.19130434782608696,1089.0,79716.0,7.8
Soybean,1081.0,35.0,98.0,84.0,18.0,18.0,120.0,0.7,0.15,1225.0,105938.0,7.8
Sorghum,1158.0,24.0,77.0,80.0,27.0,10.0,117.0,0.6837606837606838,0.23076923076923078,576.0,89166.0,14.6
Corn,937.0,28.0,80.0,71.0,15.0,10.0,96.0,0.7395833333333334,0.15625,784.0,74960.0,5.1
Corn,1266.0,21.0,58.0,84.0,15.0,17.0,116.0,0.7241379310344828,0.12931034482758622,441.0,73428.0,12.2
Corn,1217.0,37.0,78.0,88.0,15.0,12.0,115.0,0.7652173913043478,0.13043478260869565,1369.0,94926.0,12.1
Corn,1320.0,25.0,63.0,68.0,15.0,14.0,97.0,0.7010309278350515,0.15463917525773196,625.0,83160.0,11.2
Barley,807.0,28.0,89.0,60.0,22.0,10.0,92.0,0.6521739130434783,0.2391304347826087,784.0,71823.0,14.9
Corn,924.0,20.0,90.0,77.0,17.0,14.0,108.0,0.7129629629629629,0.1574074074074074,400.0,83160.0,8.1
Soybean,1227.0,28.0,71.0,80.0,29.0,20.0,129.0,0.6201550387596899,0.2248062015503876,784.0,87117.0,8.4
Barley,905.0,35.0,60.0,63.0,20.0,15.0,98.0,0.6428571428571429,0.20408163265306123,1225.0,54300.0,5.8
Corn,1302.0,32.0,72.0,69.0,17.0,17.0,103.0,0.6699029126213593,0.1650485436893204,1024.0,93744.0,9.4
Wheat,1224.0,28.0,50.0,84.0,25.0,22.0,131.0,0.6412213740458015,0.19083969465648856,784.0,61200.0,7.6
Rice,435.0,32.0,95.0,66.0,19.0,23.0,108.0,0.6111111111111112,0.17592592592592593,1024.0,41325.0,8.4
Rice,1084.0,28.0,86.0,81.0,27.0,12.0,120.0,0.675,0.225,784.0,93224.0,13.3
Rice,419.0,30.0,70.0,82.0,29.0,12.0,123.0,0.6666666666666666,0.23577235772357724,900.0,29330.0,14.4
Barley,720.0,23.0,75.0,60.0,28.0,21.0,109.0,0.5504587155963303,0.25688073394495414,529.0,54000.0,6.9
Corn,1175.0,21.0,95.0,76.0,27.0,20.0,123.0,0.6178861788617886,0.21951219512195122,441.0,111625.0,8.7
Sorghum,911.0,25.0,85.0,83.0,29.0,20.0,132.0,0.6287878787878788,0.2196969696969697,625.0,77435.0,14.3
Sorghum,799.0,33.0,72.0,88.0,21.0,19.0,128.0,0.6875,0.1640625,1089.0,57528.0,5.6
Sorghum,1053.0,23.0,50.0,88.0,16.0,18.0,122.0,0.7213114754098361,0.13114754098360656,529.0,52650.0,5.9
Barley,1371.0,25.0,89.0,61.0,20.0,13.0,94.0,0.648936170212766,0.2127659574468085,625.0,122019.0,6.6
Soybean,1282.0,38.0,64.0,87.0,27.0,24.0,138.0,0.6304347826086957,0.1956521739130435,1444.0,82048.0,11.0
Wheat,870.0,25.0,70.0,85.0,20.0,13.0,118.0,0.7203389830508474,0.1694915254237288,625.0,60900.0,6.5
Wheat,542.0,21.0,96.0,70.0,25.0,21.0,116.0,0.603448275862069,0.21551724137931033,441.0,52032.0,14.7
Rice,491.0,37.0,58.0,68.0,17.0,16.0,101.0,0.6732673267326733,0.16831683168316833,1369.0,28478.0,9.5
Rice,753.0,32.0,58.0,66.0,20.0,11.0,97.0,0.6804123711340206,0.20618556701030927,1024.0,43674.0,10.0
Sorghum,1233.0,28.0,59.0,81.0,24.0,17.0,122.0,0.6639344262295082,0.19672131147540983,784.0,72747.0,7.5
Sorghum,1199.0,38.0,75.0,76.0,24.0,15.0,115.0,0.6608695652173913,0.20869565217391303,1444.0,89925.0,9.7
Rice,1126.0,32.0,90.0,76.0,28.0,12.0,116.0,0.6551724137931034,0.2413793103448276,1024.0,101340.0,11.6
Corn,1358.0,30.0,84.0,61.0,19.0,18.0,98.0,0.6224489795918368,0.19387755102040816,900.0,114072.0,12.5
Soybean,1253.0,20.0,74.0,65.0,26.0,14.0,105.0,0.6190476190476191,0.24761904761904763,400.0,92722.0,12.5
Soybean,450.0,26.0,75.0,73.0,16.0,17.0,106.0,0.6886792452830188,0.1509433962264151,676.0,33750.0,10.8
Soybean,1064.0,34.0,60.0,65.0,23.0,16.0,104.0,0.625,0.22115384615384615,1156.0,63840.0,14.0
Soybean,1097.0,20.0,87.0,61.0,22.0,23.0,106.0,0.5754716981132075,0.20754716981132076,400.0,95439.0,13.2
